poi_id,city,country,name,category,rating,estimated_visit_hours,ticket_eur,indoor,family_friendly,wheelchair_accessible,recommended_duration
P0510162,Nice,France,Decorative Arts & Modern Art Science Museum at Plum Pier,science_museum,3.5,1.0,0,1,0,1,full_day
P0510163,Nice,France,Garden District Reed Pier Zoo: Railway,zoo,4.8,1.5,0,0,1,1,quick
P0510164,Nice,France,Green Textiles Aquarium — Rose Pier,aquarium,4.4,2.0,4,1,1,1,half_day
P0510165,Nice,France,Typography Botanical Garden at Rowan Pier,botanical_garden,4.0,2.5,6,0,1,0,half_day
P0510166,Nice,France,Sage Pier Museum of Cinema and Modern Art,museum,3.6,3.0,8,1,1,1,full_day
P0510167,Nice,France,Hidden Silver Pier Postal History Landmark,landmark,4.9,3.5,10,0,0,1,quick
P0510168,Nice,France,Spruce Pier Modern Art Park in Station Quarter,park,4.5,4.0,12,0,1,1,half_day
P0510169,Nice,France,Stone Pier Market of Modern Art,market,4.1,4.5,15,0,1,1,half_day
P0510170,Nice,France,Maritime & Craft Gallery at Thistle Pier,gallery,3.7,5.0,18,1,1,1,full_day
P0510171,Nice,France,Old Town Violet Pier Historic Site: Local Life,historic_site,5.0,0.5,22,0,1,0,quick
P0510172,Nice,France,Market Riverside Viewpoint — Walnut Pier,viewpoint,4.6,1.0,25,0,0,1,half_day
P0510173,Nice,France,Food Heritage Food Hall at Willow Pier,food_hall,4.2,1.5,30,1,1,1,half_day
P0510174,Nice,France,Wren Pier Church of Performing Arts and Craft,church,3.8,2.0,35,1,1,1,full_day
P0510175,Nice,France,Harbour Amber Pier Cartography Neighborhood,neighborhood,3.4,2.5,40,0,1,1,quick
P0510176,Nice,France,Aurora Pier Craft Castle in Riverside,castle,4.7,3.0,0,0,1,1,half_day
P0510177,Nice,France,Canvas Pier Science Museum of Architecture,science_museum,4.3,3.5,0,1,0,0,half_day
P0510178,Nice,France,Industrial Heritage & Craft Zoo at Cobalt Pier,zoo,3.9,4.0,0,0,1,1,full_day
P0510179,Nice,France,Parkside Coral Pier Aquarium: Botanical,aquarium,3.5,4.5,4,1,1,1,quick
P0510180,Nice,France,Old Innovation Botanical Garden — Dawn Pier,botanical_garden,4.8,5.0,6,0,1,1,half_day
P0510181,Nice,France,Children's Discovery Museum at Ember Pier,museum,4.4,0.5,8,1,1,1,half_day
P0510182,Nice,France,Frost Pier Landmark of Printmaking and Craft,landmark,4.0,1.0,10,0,0,1,full_day
P0510183,Nice,France,South Golden Pier Natural History Park,park,3.6,1.5,12,0,1,0,quick
P0510184,Nice,France,Harbour Pier Craft Market in University Quarter,market,4.9,2.0,15,0,1,1,half_day
P0510185,Nice,France,Indigo Pier Gallery of Contemporary Culture,gallery,4.5,2.5,18,1,1,1,half_day
P0510186,Nice,France,Urban Ecology & Craft Historic Site at Ivory Pier,historic_site,4.1,3.0,22,0,1,1,full_day
P0510187,Nice,France,Garden District Lantern Pier Viewpoint: Public Art,viewpoint,3.7,3.5,25,0,0,1,quick
P0510188,Nice,France,Riverside Geology Food Hall — Marble Pier,food_hall,5.0,4.0,30,1,1,1,half_day
P0510189,Nice,France,Ecology Church at Meadow Pier,church,4.6,4.5,35,1,1,0,half_day
P0510190,Nice,France,Meridian Pier Neighborhood of Design and Craft,neighborhood,4.2,5.0,40,0,1,1,full_day
P0510191,Nice,France,Civic Moon Pier Literature Castle,castle,3.8,0.5,0,0,1,1,quick
P0510192,Nice,France,North Pier Craft Science Museum in Station Quarter,science_museum,3.4,1.0,0,1,0,1,half_day
P0510193,Nice,France,Opal Pier Zoo of Sculpture,zoo,4.7,1.5,0,0,1,1,half_day
P0510194,Nice,France,Transport & Craft Aquarium at Raven Pier,aquarium,4.3,2.0,4,1,1,1,full_day
P0510195,Nice,France,Old Town Saffron Pier Botanical Garden: Fashion,botanical_garden,3.9,2.5,6,0,1,0,quick
P0510196,Nice,France,West Exploration Museum — Solstice Pier,museum,3.5,3.0,8,1,1,1,half_day
P0510197,Nice,France,Photography Landmark at Sunrise Pier,landmark,4.8,3.5,10,0,0,1,half_day
P0510198,Nice,France,Velvet Pier Park of Craft and Craft,park,4.4,4.0,12,0,1,1,full_day
P0510199,Nice,France,East West Pier Aviation Market,market,4.0,4.5,15,0,1,1,quick
P0510200,Nice,France,Zephyr Pier Craft Gallery in Riverside,gallery,3.6,5.0,18,1,1,1,half_day
P0510201,Nice,France,Alder Plaza Historic Site of Astronomy,historic_site,4.9,0.5,22,0,1,0,half_day
P0510202,Nice,France,Graphic Arts & Craft Viewpoint at Ash Plaza,viewpoint,4.5,1.0,25,0,0,1,full_day
P0510203,Nice,France,Parkside Birch Plaza Food Hall: Engineering,food_hall,4.1,1.5,30,1,1,1,quick
P0510204,Nice,France,Upper Science Church — Briar Plaza,church,3.7,2.0,35,1,1,1,half_day
P0510205,Nice,France,Ceramics Neighborhood at Brook Plaza,neighborhood,5.0,2.5,40,0,1,1,half_day
P0510206,Nice,France,Cedar Plaza Castle of Technology and Craft,castle,4.6,3.0,0,0,1,1,full_day
P0510207,Nice,France,Green Clover Plaza Migration Science Museum,science_museum,4.2,3.5,0,1,0,0,quick
P0510208,Nice,France,Copper Plaza Craft Zoo in Harbour,zoo,3.8,4.0,0,0,1,1,half_day
P0510209,Nice,France,Elm Plaza Aquarium of City Memory,aquarium,3.4,4.5,4,1,1,1,half_day
P0510210,Nice,France,Decorative Arts & Craft Botanical Garden at Fern Plaza,botanical_garden,4.7,5.0,6,0,1,1,full_day
P0510211,Nice,France,Station Quarter Flint Plaza Museum: Railway,museum,4.3,0.5,8,1,1,1,quick
P0510212,Nice,France,Garden Textiles Landmark — Garnet Plaza,landmark,3.9,1.0,10,0,0,1,half_day
P0510213,Nice,France,Typography Park at Hazel Plaza,park,3.5,1.5,12,0,1,0,half_day
P0510214,Nice,France,Iris Plaza Market of Cinema and Craft,market,4.8,2.0,15,0,1,1,full_day
P0510215,Nice,France,Market Juniper Plaza Postal History Gallery,gallery,4.4,2.5,18,1,1,1,quick
P0510216,Nice,France,Larch Plaza Craft Historic Site in Arts Quarter,historic_site,4.0,3.0,22,0,1,1,half_day
P0510217,Nice,France,Laurel Plaza Viewpoint of Modern Art,viewpoint,3.6,3.5,25,0,0,1,half_day
P0510218,Nice,France,Maritime & Botanical Food Hall at Linden Plaza,food_hall,4.9,4.0,30,1,1,1,full_day
P0510219,Nice,France,Riverside Maple Plaza Church: Local Life,church,4.5,4.5,35,1,1,0,quick
P0510220,Nice,France,Old Riverside Neighborhood — Moss Plaza,neighborhood,4.1,5.0,40,0,1,1,half_day
P0510221,Nice,France,Food Heritage Castle at Oak Plaza,castle,3.7,0.5,0,0,1,1,half_day
P0510222,Nice,France,Olive Plaza Science Museum of Performing Arts and Botanical,science_museum,5.0,1.0,0,1,0,1,full_day
P0510223,Nice,France,South Orchid Plaza Cartography Zoo,zoo,4.6,1.5,0,0,1,1,quick
P0510224,Nice,France,Pearl Plaza Botanical Aquarium in Museum Quarter,aquarium,4.2,2.0,4,1,1,1,half_day
P0510225,Nice,France,Pine Plaza Botanical Garden of Architecture,botanical_garden,3.8,2.5,6,0,1,0,half_day
P0510226,Nice,France,Industrial Heritage & Botanical Museum at Plum Plaza,museum,3.4,3.0,8,1,1,1,full_day
P0510227,Nice,France,University Quarter Reed Plaza Landmark: Botanical,landmark,4.7,3.5,10,0,0,1,quick
P0510228,Nice,France,Riverside Innovation Park — Rose Plaza,park,4.3,4.0,12,0,1,1,half_day
P0510229,Nice,France,Children's Discovery Market at Rowan Plaza,market,3.9,4.5,15,0,1,1,half_day
P0510230,Nice,France,Sage Plaza Gallery of Printmaking and Botanical,gallery,3.5,5.0,18,1,1,1,full_day
P0510231,Nice,France,Civic Silver Plaza Natural History Historic Site,historic_site,4.8,0.5,22,0,1,0,quick
P0510232,Nice,France,Spruce Plaza Botanical Viewpoint in Harbour,viewpoint,4.4,1.0,25,0,0,1,half_day
P0510233,Nice,France,Stone Plaza Food Hall of Contemporary Culture,food_hall,4.0,1.5,30,1,1,1,half_day
P0510234,Nice,France,Urban Ecology & Botanical Church at Thistle Plaza,church,3.6,2.0,35,1,1,1,full_day
P0510235,Nice,France,Station Quarter Violet Plaza Neighborhood: Public Art,neighborhood,4.9,2.5,40,0,1,1,quick
P0510236,Nice,France,West Geology Castle — Walnut Plaza,castle,4.5,3.0,0,0,1,1,half_day
P0510237,Nice,France,Ecology Science Museum at Willow Plaza,science_museum,4.1,3.5,0,1,0,0,half_day
P0510238,Nice,France,Wren Plaza Zoo of Design and Botanical,zoo,3.7,4.0,0,0,1,1,full_day
P0510239,Nice,France,East Amber Plaza Literature Aquarium,aquarium,5.0,4.5,4,1,1,1,quick
P0510240,Nice,France,Aurora Plaza Botanical Botanical Garden in Arts Quarter,botanical_garden,4.6,5.0,6,0,1,1,half_day
P0510241,Nice,France,Canvas Plaza Museum of Sculpture,museum,4.2,0.5,8,1,1,1,half_day
P0510242,Nice,France,Transport & Botanical Landmark at Cobalt Plaza,landmark,3.8,1.0,10,0,0,1,full_day
P0510243,Nice,France,Riverside Coral Plaza Park: Fashion,park,3.4,1.5,12,0,1,0,quick
P0510244,Nice,France,Upper Exploration Market — Dawn Plaza,market,4.7,2.0,15,0,1,1,half_day
P0510245,Nice,France,Photography Gallery at Ember Plaza,gallery,4.3,2.5,18,1,1,1,half_day
P0510246,Nice,France,Frost Plaza Historic Site of Craft and Botanical,historic_site,3.9,3.0,22,0,1,1,full_day
P0510247,Nice,France,Green Golden Plaza Aviation Viewpoint,viewpoint,3.5,3.5,25,0,0,1,quick
P0510248,Nice,France,Harbour Plaza Botanical Food Hall in Museum Quarter,food_hall,4.8,4.0,30,1,1,1,half_day
P0510249,Nice,France,Indigo Plaza Church of Astronomy,church,4.4,4.5,35,1,1,0,half_day
P0510250,Nice,France,Graphic Arts & Botanical Neighborhood at Ivory Plaza,neighborhood,4.0,5.0,40,0,1,1,full_day
P0510251,Nice,France,University Quarter Lantern Plaza Castle: Engineering,castle,3.6,0.5,0,0,1,1,quick
P0510252,Nice,France,Garden Science Science Museum — Marble Plaza,science_museum,4.9,1.0,0,1,0,1,half_day
P0510253,Nice,France,Ceramics Zoo at Meadow Plaza,zoo,4.5,1.5,0,0,1,1,half_day
P0510254,Nice,France,Meridian Plaza Aquarium of Technology and Botanical,aquarium,4.1,2.0,4,1,1,1,full_day
P0510255,Nice,France,Market Moon Plaza Migration Botanical Garden,botanical_garden,3.7,2.5,6,0,1,0,quick
P0510256,Nice,France,North Plaza Botanical Museum in Harbour,museum,5.0,3.0,8,1,1,1,half_day
P0510257,Nice,France,Opal Plaza Landmark of City Memory,landmark,4.6,3.5,10,0,0,1,half_day
P0510258,Nice,France,Decorative Arts & Botanical Park at Raven Plaza,park,4.2,4.0,12,0,1,1,full_day
P0510259,Nice,France,Station Quarter Saffron Plaza Market: Railway,market,3.8,4.5,15,0,1,1,quick
P0510260,Nice,France,Old Textiles Gallery — Solstice Plaza,gallery,3.4,5.0,18,1,1,1,half_day
P0510261,Nice,France,Typography Historic Site at Sunrise Plaza,historic_site,4.7,0.5,22,0,1,0,half_day
P0510262,Nice,France,Velvet Plaza Viewpoint of Cinema and Botanical,viewpoint,4.3,1.0,25,0,0,1,full_day
P0510263,Nice,France,South West Plaza Postal History Food Hall,food_hall,3.9,1.5,30,1,1,1,quick
P0510264,Nice,France,Zephyr Plaza Botanical Church in Canal Side,church,3.5,2.0,35,1,1,1,half_day
P0510265,Nice,France,Alder Promenade Neighborhood of Modern Art,neighborhood,4.8,2.5,40,0,1,1,half_day
P0510266,Nice,France,Maritime & Medicine Castle at Ash Promenade,castle,4.4,3.0,0,0,1,1,full_day
P0510267,Nice,France,Museum Quarter Birch Promenade Science Museum: Local Life,science_museum,4.0,3.5,0,1,0,0,quick
P0510268,Nice,France,Riverside Riverside Zoo — Briar Promenade,zoo,3.6,4.0,0,0,1,1,half_day
P0510269,Nice,France,Food Heritage Aquarium at Brook Promenade,aquarium,4.9,4.5,4,1,1,1,half_day
P0510270,Nice,France,Cedar Promenade Botanical Garden of Performing Arts and Medicine,botanical_garden,4.5,5.0,6,0,1,1,full_day
P0510271,Nice,France,Civic Clover Promenade Cartography Museum,museum,4.1,0.5,8,1,1,1,quick
P0510272,Nice,France,Copper Promenade Medicine Landmark in Market Quarter,landmark,3.7,1.0,10,0,0,1,half_day
P0510273,Nice,France,Elm Promenade Park of Architecture,park,5.0,1.5,12,0,1,0,half_day
P0510274,Nice,France,Industrial Heritage & Medicine Market at Fern Promenade,market,4.6,2.0,15,0,1,1,full_day
P0510275,Nice,France,Harbour Flint Promenade Gallery: Botanical,gallery,4.2,2.5,18,1,1,1,quick
P0510276,Nice,France,Grand Innovation Historic Site — Garnet Promenade,historic_site,3.8,3.0,22,0,1,1,half_day
P0510277,Nice,France,Children's Discovery Viewpoint at Hazel Promenade,viewpoint,3.4,3.5,25,0,0,1,half_day
P0510278,Nice,France,Iris Promenade Food Hall of Printmaking and Medicine,food_hall,4.7,4.0,30,1,1,1,full_day
P0510279,Nice,France,West Juniper Promenade Natural History Church,church,4.3,4.5,35,1,1,0,quick
P0510280,Nice,France,Larch Promenade Medicine Neighborhood in City Centre,neighborhood,3.9,5.0,40,0,1,1,half_day
P0510281,Nice,France,Laurel Promenade Castle of Contemporary Culture,castle,3.5,0.5,0,0,1,1,half_day
P0510282,Nice,France,Urban Ecology & Medicine Science Museum at Linden Promenade,science_museum,4.8,1.0,0,1,0,1,full_day
P0510283,Nice,France,Arts Quarter Maple Promenade Zoo: Public Art,zoo,4.4,1.5,0,0,1,1,quick
P0510284,Nice,France,Lower Geology Aquarium — Moss Promenade,aquarium,4.0,2.0,4,1,1,1,half_day
P0510285,Nice,France,Ecology Botanical Garden at Oak Promenade,botanical_garden,3.6,2.5,6,0,1,0,half_day
P0510286,Nice,France,Olive Promenade Museum of Design and Medicine,museum,4.9,3.0,8,1,1,1,full_day
P0510287,Nice,France,Upper Orchid Promenade Literature Landmark,landmark,4.5,3.5,10,0,0,1,quick
P0510288,Nice,France,Pearl Promenade Medicine Park in Canal Side,park,4.1,4.0,12,0,1,1,half_day
P0510289,Nice,France,Pine Promenade Market of Sculpture,market,3.7,4.5,15,0,1,1,half_day
P0510290,Nice,France,Transport & Medicine Gallery at Plum Promenade,gallery,5.0,5.0,18,1,1,1,full_day
P0510291,Nice,France,Museum Quarter Reed Promenade Historic Site: Fashion,historic_site,4.6,0.5,22,0,1,0,quick
P0510292,Nice,France,Canal Exploration Viewpoint — Rose Promenade,viewpoint,4.2,1.0,25,0,0,1,half_day
P0510293,Nice,France,Photography Food Hall at Rowan Promenade,food_hall,3.8,1.5,30,1,1,1,half_day
P0510294,Nice,France,Sage Promenade Church of Craft and Medicine,church,3.4,2.0,35,1,1,1,full_day
P0510295,Nice,France,Garden Silver Promenade Aviation Neighborhood,neighborhood,4.7,2.5,40,0,1,1,quick
P0510296,Nice,France,Spruce Promenade Medicine Castle in Market Quarter,castle,4.3,3.0,0,0,1,1,half_day
P0510297,Nice,France,Stone Promenade Science Museum of Astronomy,science_museum,3.9,3.5,0,1,0,0,half_day
P0510298,Nice,France,Graphic Arts & Medicine Zoo at Thistle Promenade,zoo,3.5,4.0,0,0,1,1,full_day
P0510299,Nice,France,Harbour Violet Promenade Aquarium: Engineering,aquarium,4.8,4.5,4,1,1,1,quick
P0510300,Nice,France,New Science Botanical Garden — Walnut Promenade,botanical_garden,4.4,5.0,6,0,1,1,half_day
P0510301,Nice,France,Ceramics Museum at Willow Promenade,museum,4.0,0.5,8,1,1,1,half_day
P0510302,Nice,France,Wren Promenade Landmark of Technology and Medicine,landmark,3.6,1.0,10,0,0,1,full_day
P0510303,Nice,France,Old Amber Promenade Migration Park,park,4.9,1.5,12,0,1,0,quick
P0510304,Nice,France,Aurora Promenade Medicine Market in City Centre,market,4.5,2.0,15,0,1,1,half_day
P0510305,Nice,France,Canvas Promenade Gallery of City Memory,gallery,4.1,2.5,18,1,1,1,half_day
P0510306,Nice,France,Decorative Arts & Medicine Historic Site at Cobalt Promenade,historic_site,3.7,3.0,22,0,1,1,full_day
P0510307,Nice,France,Arts Quarter Coral Promenade Viewpoint: Railway,viewpoint,5.0,3.5,25,0,0,1,quick
P0510308,Nice,France,Hilltop Textiles Food Hall — Dawn Promenade,food_hall,4.6,4.0,30,1,1,1,half_day
P0510309,Nice,France,Typography Church at Ember Promenade,church,4.2,4.5,35,1,1,0,half_day
P0510310,Nice,France,Frost Promenade Neighborhood of Cinema and Medicine,neighborhood,3.8,5.0,40,0,1,1,full_day
P0510311,Nice,France,Riverside Golden Promenade Postal History Castle,castle,3.4,0.5,0,0,1,1,quick
P0510312,Nice,France,Harbour Promenade Medicine Science Museum in Canal Side,science_museum,4.7,1.0,0,1,0,1,half_day
P0510313,Nice,France,Indigo Promenade Zoo of Modern Art,zoo,4.3,1.5,0,0,1,1,half_day
P0510314,Nice,France,Maritime & Ecology Aquarium at Ivory Promenade,aquarium,3.9,2.0,4,1,1,1,full_day
P0510315,Nice,France,Market Quarter Lantern Promenade Botanical Garden: Local Life,botanical_garden,3.5,2.5,6,0,1,0,quick
P0510316,Nice,France,Grand Riverside Museum — Marble Promenade,museum,4.8,3.0,8,1,1,1,half_day
P0510317,Nice,France,Food Heritage Landmark at Meadow Promenade,landmark,4.4,3.5,10,0,0,1,half_day
P0510318,Nice,France,Meridian Promenade Park of Performing Arts and Ecology,park,4.0,4.0,12,0,1,1,full_day
P0510319,Nice,France,West Moon Promenade Cartography Market,market,3.6,4.5,15,0,1,1,quick
P0510320,Nice,France,North Promenade Ecology Gallery in Parkside,gallery,4.9,5.0,18,1,1,1,half_day
P0510321,Nice,France,Opal Promenade Historic Site of Architecture,historic_site,4.5,0.5,22,0,1,0,half_day
P0510322,Nice,France,Industrial Heritage & Ecology Viewpoint at Raven Promenade,viewpoint,4.1,1.0,25,0,0,1,full_day
P0510323,Nice,France,City Centre Saffron Promenade Food Hall: Botanical,food_hall,3.7,1.5,30,1,1,1,quick
P0510324,Nice,France,Lower Innovation Church — Solstice Promenade,church,5.0,2.0,35,1,1,1,half_day
P0510325,Nice,France,Children's Discovery Neighborhood at Sunrise Promenade,neighborhood,4.6,2.5,40,0,1,1,half_day
P0510326,Nice,France,Velvet Promenade Castle of Printmaking and Ecology,castle,4.2,3.0,0,0,1,1,full_day
P0510327,Nice,France,Upper West Promenade Natural History Science Museum,science_museum,3.8,3.5,0,1,0,0,quick
P0510328,Nice,France,Zephyr Promenade Ecology Zoo in Garden District,zoo,3.4,4.0,0,0,1,1,half_day
P0510329,Nice,France,Alder Quay Aquarium of Contemporary Culture,aquarium,4.7,4.5,4,1,1,1,half_day
P0510330,Nice,France,Urban Ecology & Ecology Botanical Garden at Ash Quay,botanical_garden,4.3,5.0,6,0,1,1,full_day
P0510331,Nice,France,Canal Side Birch Quay Museum: Public Art,museum,3.9,0.5,8,1,1,1,quick
P0510332,Nice,France,Canal Geology Landmark — Briar Quay,landmark,3.5,1.0,10,0,0,1,half_day
P0510333,Nice,France,Ecology Park at Brook Quay,park,4.8,1.5,12,0,1,0,half_day
P0510334,Nice,France,Cedar Quay Market of Design and Ecology,market,4.4,2.0,15,0,1,1,full_day
P0510335,Nice,France,Garden Clover Quay Literature Gallery,gallery,4.0,2.5,18,1,1,1,quick
P0510336,Nice,France,Copper Quay Ecology Historic Site in Old Town,historic_site,3.6,3.0,22,0,1,1,half_day
P0510337,Nice,France,Elm Quay Viewpoint of Sculpture,viewpoint,4.9,3.5,25,0,0,1,half_day
P0510338,Nice,France,Transport & Ecology Food Hall at Fern Quay,food_hall,4.5,4.0,30,1,1,1,full_day
P0510339,Nice,France,Market Quarter Flint Quay Church: Fashion,church,4.1,4.5,35,1,1,0,quick
P0510340,Nice,France,New Exploration Neighborhood — Garnet Quay,neighborhood,3.7,5.0,40,0,1,1,half_day
P0510341,Nice,France,Photography Castle at Hazel Quay,castle,5.0,0.5,0,0,1,1,half_day
P0510342,Nice,France,Iris Quay Science Museum of Craft and Ecology,science_museum,4.6,1.0,0,1,0,1,full_day
P0510343,Nice,France,Old Juniper Quay Aviation Zoo,zoo,4.2,1.5,0,0,1,1,quick
P0510344,Nice,France,Larch Quay Ecology Aquarium in Parkside,aquarium,3.8,2.0,4,1,1,1,half_day
P0510345,Nice,France,Laurel Quay Botanical Garden of Astronomy,botanical_garden,3.4,2.5,6,0,1,0,half_day
P0510346,Nice,France,Graphic Arts & Ecology Museum at Linden Quay,museum,4.7,3.0,8,1,1,1,full_day
P0510347,Nice,France,City Centre Maple Quay Landmark: Engineering,landmark,4.3,3.5,10,0,0,1,quick
P0510348,Nice,France,Hilltop Science Park — Moss Quay,park,3.9,4.0,12,0,1,1,half_day
P0510349,Nice,France,Ceramics Market at Oak Quay,market,3.5,4.5,15,0,1,1,half_day
P0510350,Nice,France,Olive Quay Gallery of Technology and Ecology,gallery,4.8,5.0,18,1,1,1,full_day
P0510351,Nice,France,Riverside Orchid Quay Migration Historic Site,historic_site,4.4,0.5,22,0,1,0,quick
P0510352,Nice,France,Pearl Quay Ecology Viewpoint in Garden District,viewpoint,4.0,1.0,25,0,0,1,half_day
P0510353,Nice,France,Pine Quay Food Hall of City Memory,food_hall,3.6,1.5,30,1,1,1,half_day
P0510354,Nice,France,Decorative Arts & Ecology Church at Plum Quay,church,4.9,2.0,35,1,1,1,full_day
P0510355,Nice,France,Canal Side Reed Quay Neighborhood: Railway,neighborhood,4.5,2.5,40,0,1,1,quick
P0510356,Nice,France,Grand Textiles Castle — Rose Quay,castle,4.1,3.0,0,0,1,1,half_day
P0510357,Nice,France,Typography Science Museum at Rowan Quay,science_museum,3.7,3.5,0,1,0,0,half_day
P0510358,Nice,France,Sage Quay Zoo of Cinema and Ecology,zoo,5.0,4.0,0,0,1,1,full_day
P0510359,Nice,France,West Silver Quay Postal History Aquarium,aquarium,4.6,4.5,4,1,1,1,quick
P0510360,Nice,France,Spruce Quay Ecology Botanical Garden in Old Town,botanical_garden,4.2,5.0,6,0,1,1,half_day
P0510361,Nice,France,Stone Quay Museum of Modern Art,museum,3.8,0.5,8,1,1,1,half_day
P0510362,Nice,France,Maritime & Maritime Landmark at Thistle Quay,landmark,3.4,1.0,10,0,0,1,full_day
P0510363,Nice,France,Market Quarter Violet Quay Park: Local Life,park,4.7,1.5,12,0,1,0,quick
P0510364,Nice,France,Lower Riverside Market — Walnut Quay,market,4.3,2.0,15,0,1,1,half_day
P0510365,Nice,France,Food Heritage Gallery at Willow Quay,gallery,3.9,2.5,18,1,1,1,half_day
P0510366,Nice,France,Wren Quay Historic Site of Performing Arts and Maritime,historic_site,3.5,3.0,22,0,1,1,full_day
P0510367,Nice,France,Upper Amber Quay Cartography Viewpoint,viewpoint,4.8,3.5,25,0,0,1,quick
P0510368,Nice,France,Aurora Quay Maritime Food Hall in University Quarter,food_hall,4.4,4.0,30,1,1,1,half_day
P0510369,Nice,France,Canvas Quay Church of Architecture,church,4.0,4.5,35,1,1,0,half_day
P0510370,Nice,France,Industrial Heritage & Maritime Neighborhood at Cobalt Quay,neighborhood,3.6,5.0,40,0,1,1,full_day
P0510371,Nice,France,Garden District Coral Quay Castle: Botanical,castle,4.9,0.5,0,0,1,1,quick
P0510372,Nice,France,North Innovation Science Museum — Dawn Quay,science_museum,4.5,1.0,0,1,0,1,half_day
P0510373,Nice,France,Children's Discovery Zoo at Ember Quay,zoo,4.1,1.5,0,0,1,1,half_day
P0510374,Nice,France,Frost Quay Aquarium of Printmaking and Maritime,aquarium,3.7,2.0,4,1,1,1,full_day
P0510375,Nice,France,Canal Golden Quay Natural History Botanical Garden,botanical_garden,5.0,2.5,6,0,1,0,quick
P0510376,Nice,France,Harbour Quay Maritime Museum in Station Quarter,museum,4.6,3.0,8,1,1,1,half_day
P0510377,Nice,France,Indigo Quay Landmark of Contemporary Culture,landmark,4.2,3.5,10,0,0,1,half_day
P0510378,Nice,France,Urban Ecology & Maritime Park at Ivory Quay,park,3.8,4.0,12,0,1,1,full_day
P0510379,Nice,France,Old Town Lantern Quay Market: Public Art,market,3.4,4.5,15,0,1,1,quick
P0510380,Nice,France,Royal Geology Gallery — Marble Quay,gallery,4.7,5.0,18,1,1,1,half_day
P0510381,Nice,France,Ecology Historic Site at Meadow Quay,historic_site,4.3,0.5,22,0,1,0,half_day
P0510382,Nice,France,Meridian Quay Viewpoint of Design and Maritime,viewpoint,3.9,1.0,25,0,0,1,full_day
P0510383,Nice,France,New Moon Quay Literature Food Hall,food_hall,3.5,1.5,30,1,1,1,quick
P0510384,Nice,France,North Quay Maritime Church in Riverside,church,4.8,2.0,35,1,1,1,half_day
P0510385,Nice,France,Opal Quay Neighborhood of Sculpture,neighborhood,4.4,2.5,40,0,1,1,half_day
P0510386,Nice,France,Transport & Maritime Castle at Raven Quay,castle,4.0,3.0,0,0,1,1,full_day
P0510387,Nice,France,Parkside Saffron Quay Science Museum: Fashion,science_museum,3.6,3.5,0,1,0,0,quick
P0510388,Nice,France,Central Exploration Zoo — Solstice Quay,zoo,4.9,4.0,0,0,1,1,half_day
P0510389,Nice,France,Photography Aquarium at Sunrise Quay,aquarium,4.5,4.5,4,1,1,1,half_day
P0510390,Nice,France,Velvet Quay Botanical Garden of Craft and Maritime,botanical_garden,4.1,5.0,6,0,1,1,full_day
P0510391,Nice,France,Hilltop West Quay Aviation Museum,museum,3.7,0.5,8,1,1,1,quick
P0510392,Nice,France,Zephyr Quay Maritime Landmark in University Quarter,landmark,5.0,1.0,10,0,0,1,half_day
P0510393,Nice,France,Alder Quarter Park of Astronomy,park,4.6,1.5,12,0,1,0,half_day
P0510394,Nice,France,Graphic Arts & Maritime Market at Ash Quarter,market,4.2,2.0,15,0,1,1,full_day
P0510395,Nice,France,Garden District Birch Quarter Gallery: Engineering,gallery,3.8,2.5,18,1,1,1,quick
P0510396,Nice,France,Hidden Science Historic Site — Briar Quarter,historic_site,3.4,3.0,22,0,1,1,half_day
P0510397,Nice,France,Ceramics Viewpoint at Brook Quarter,viewpoint,4.7,3.5,25,0,0,1,half_day
P0510398,Nice,France,Cedar Quarter Food Hall of Technology and Maritime,food_hall,4.3,4.0,30,1,1,1,full_day
P0510399,Nice,France,Grand Clover Quarter Migration Church,church,3.9,4.5,35,1,1,0,quick
P0510400,Nice,France,Copper Quarter Maritime Neighborhood in Station Quarter,neighborhood,3.5,5.0,40,0,1,1,half_day
P0510401,Nice,France,Elm Quarter Castle of City Memory,castle,4.8,0.5,0,0,1,1,half_day
P0510402,Nice,France,Decorative Arts & Maritime Science Museum at Fern Quarter,science_museum,4.4,1.0,0,1,0,1,full_day
P0510403,Nice,France,Old Town Flint Quarter Zoo: Railway,zoo,4.0,1.5,0,0,1,1,quick
P0510404,Nice,France,Harbour Textiles Aquarium — Garnet Quarter,aquarium,3.6,2.0,4,1,1,1,half_day
P0510405,Nice,France,Typography Botanical Garden at Hazel Quarter,botanical_garden,4.9,2.5,6,0,1,0,half_day
P0510406,Nice,France,Iris Quarter Museum of Cinema and Maritime,museum,4.5,3.0,8,1,1,1,full_day
P0510407,Nice,France,Lower Juniper Quarter Postal History Landmark,landmark,4.1,3.5,10,0,0,1,quick
P0510408,Nice,France,Larch Quarter Maritime Park in Riverside,park,3.7,4.0,12,0,1,1,half_day
P0510409,Nice,France,Laurel Quarter Market of Modern Art,market,5.0,4.5,15,0,1,1,half_day
P0510410,Nice,France,Maritime & Aviation Gallery at Linden Quarter,gallery,4.6,5.0,18,1,1,1,full_day
P0510411,Nice,France,Parkside Maple Quarter Historic Site: Local Life,historic_site,4.2,0.5,22,0,1,0,quick
P0510412,Nice,France,North Riverside Viewpoint — Moss Quarter,viewpoint,3.8,1.0,25,0,0,1,half_day
