restaurant_id,city,country,name,cuisine,rating,price_level,avg_meal_eur,vegetarian_options,vegan_options,reservation_recommended,family_friendly,area
R0480128,Hamburg,Germany,Copper & Saffron · Hamburg,fine_dining,3.6,4,60,1,0,1,0,West End
R0480129,Hamburg,Germany,The Coriander Supper Club · Hamburg,bakery,4.7,1,17,1,1,0,1,Museum District
R0480130,Hamburg,Germany,Business District Fig Supper Club · Hamburg,cafe,4.0,2,33,0,1,0,1,Business District
R0480131,Hamburg,Germany,Local Fork & Saffron Supper Club · Hamburg,seafood,3.3,3,49,1,0,1,1,Old Town
R0480132,Hamburg,Germany,Garden House by Local · Hamburg,middle_eastern,4.4,4,65,1,0,1,1,Market District
R0480133,Hamburg,Germany,Local Grain Supper Club · Hamburg,indian,3.7,1,22,0,1,0,0,East Side
R0480134,Hamburg,Germany,Hearth & Saffron · Hamburg,local,4.8,2,38,1,1,0,1,Station Quarter
R0480135,Hamburg,Germany,The Juniper Supper Club · Hamburg,italian,4.1,3,54,1,0,1,1,Harbour
R0480136,Hamburg,Germany,Riverside Ladle Brasserie · Hamburg,asian,3.4,4,47,0,0,1,1,Riverside
R0480137,Hamburg,Germany,Local Lemon & Saffron Brasserie · Hamburg,mediterranean,4.5,1,27,1,1,0,1,Parkside
R0480138,Hamburg,Germany,Market House by Local · Hamburg,vegan,3.8,2,43,1,1,0,0,Centre
R0480139,Hamburg,Germany,Local Mint Brasserie · Hamburg,street_food,4.9,3,36,0,0,1,1,University District
R0480140,Hamburg,Germany,Olive & Saffron · Hamburg,fine_dining,4.2,4,52,1,0,1,1,West End
R0480141,Hamburg,Germany,The Orchard Brasserie · Hamburg,bakery,3.5,1,32,1,1,0,1,Museum District
R0480142,Hamburg,Germany,Business District Oven Brasserie · Hamburg,cafe,4.6,2,48,0,1,0,1,Business District
R0480143,Hamburg,Germany,Old Pantry & Saffron Brasserie · Hamburg,seafood,3.9,3,41,1,0,1,0,Old Town
R0480144,Hamburg,Germany,Pepper House by Old · Hamburg,middle_eastern,3.2,4,57,1,0,1,1,Market District
R0480145,Hamburg,Germany,Old Plate Brasserie · Hamburg,indian,4.3,1,37,0,1,0,1,East Side
R0480146,Hamburg,Germany,Rosemary & Saffron · Hamburg,local,3.6,2,30,1,1,0,1,Station Quarter
R0480147,Hamburg,Germany,The Saffron Brasserie · Hamburg,italian,4.7,3,46,1,0,1,1,Harbour
R0480148,Hamburg,Germany,Riverside Salt Brasserie · Hamburg,asian,4.0,4,62,0,0,1,0,Riverside
R0480149,Hamburg,Germany,Old Skillet & Saffron Brasserie · Hamburg,mediterranean,3.3,1,19,1,1,0,1,Parkside
R0480150,Hamburg,Germany,Spoon House by Old · Hamburg,vegan,4.4,2,35,1,1,0,1,Centre
R0480151,Hamburg,Germany,Old Table Brasserie · Hamburg,street_food,3.7,3,51,0,0,1,1,University District
R0480152,Hamburg,Germany,Thyme & Saffron · Hamburg,fine_dining,4.8,4,44,1,0,1,1,West End
R0480153,Hamburg,Germany,The Walnut Counter · Hamburg,bakery,4.1,1,24,1,1,0,0,Museum District
R0480154,Hamburg,Germany,Business District Willow Counter · Hamburg,cafe,3.4,2,40,0,1,0,1,Business District
R0480155,Hamburg,Germany,Old Ember & Saffron Counter · Hamburg,seafood,4.5,3,56,1,0,1,1,Old Town
R0480156,Hamburg,Germany,Flour House by New · Hamburg,middle_eastern,3.8,4,49,1,0,1,1,Market District
R0480157,Hamburg,Germany,New Kettle Counter · Hamburg,indian,4.9,1,29,0,1,0,1,East Side
R0480158,Hamburg,Germany,Lantern & Saffron · Hamburg,local,4.2,2,45,1,1,0,0,Station Quarter
R0480159,Hamburg,Germany,The Mill Counter · Hamburg,italian,3.5,3,38,1,0,1,1,Harbour
R0480160,Hamburg,Germany,Riverside Mosaic Counter · Hamburg,asian,4.6,4,54,0,0,1,1,Riverside
R0480161,Hamburg,Germany,New Nook & Saffron Counter · Hamburg,mediterranean,3.9,1,34,1,1,0,1,Parkside
R0480162,Hamburg,Germany,Oak House by New · Hamburg,vegan,3.2,2,27,1,1,0,1,Centre
R0480163,Hamburg,Germany,New Pear Counter · Hamburg,street_food,4.3,3,43,0,0,1,0,University District
R0480164,Hamburg,Germany,Poppy & Saffron · Hamburg,fine_dining,3.6,4,59,1,0,1,1,West End
R0480165,Hamburg,Germany,The Quince Counter · Hamburg,bakery,4.7,1,39,1,1,0,1,Museum District
R0480166,Hamburg,Germany,Business District Stone Counter · Hamburg,cafe,4.0,2,32,0,1,0,1,Business District
R0480167,Hamburg,Germany,New Vine & Saffron Counter · Hamburg,seafood,3.3,3,48,1,0,1,1,Old Town
R0480168,Hamburg,Germany,Yard House by New · Hamburg,middle_eastern,4.4,4,64,1,0,1,0,Market District
R0480169,Hamburg,Germany,Wild Fennel Counter · Hamburg,indian,3.7,1,21,0,1,0,1,East Side
R0480170,Hamburg,Germany,Clove & Saffron · Hamburg,local,4.8,2,37,1,1,0,1,Station Quarter
R0480171,Hamburg,Germany,The Cinnamon Food Lab · Hamburg,italian,4.1,3,53,1,0,1,1,Harbour
R0480172,Hamburg,Germany,Riverside Barley Food Lab · Hamburg,asian,3.4,4,46,0,0,1,1,Riverside
R0480173,Hamburg,Germany,Wild Honey & Saffron Food Lab · Hamburg,mediterranean,4.5,1,26,1,1,0,0,Parkside
R0480174,Hamburg,Germany,Maple House by Wild · Hamburg,vegan,3.8,2,42,1,1,0,1,Centre
R0480175,Hamburg,Germany,Wild Sage Food Lab · Hamburg,street_food,4.9,3,35,0,0,1,1,University District
R0480176,Hamburg,Germany,Apron & Salt · Hamburg,fine_dining,4.2,4,51,1,0,1,1,West End
R0480177,Hamburg,Germany,The Basil Food Lab · Hamburg,bakery,3.5,1,31,1,1,0,1,Museum District
R0480178,Hamburg,Germany,Business District Bowl Food Lab · Hamburg,cafe,4.6,2,47,0,1,0,0,Business District
R0480179,Hamburg,Germany,Wild Brick & Salt Food Lab · Hamburg,seafood,3.9,3,40,1,0,1,1,Old Town
R0480180,Hamburg,Germany,Canteen House by Wild · Hamburg,middle_eastern,3.2,4,56,1,0,1,1,Market District
R0480181,Hamburg,Germany,Wild Caraway Food Lab · Hamburg,indian,4.3,1,36,0,1,0,1,East Side
R0480182,Hamburg,Germany,Cedar & Salt · Hamburg,local,3.6,2,29,1,1,0,1,Station Quarter
R0480183,Hamburg,Germany,The Copper Food Lab · Hamburg,italian,4.7,3,45,1,0,1,0,Harbour
R0480184,Hamburg,Germany,Riverside Coriander Food Lab · Hamburg,asian,4.0,4,61,0,0,1,1,Riverside
R0480185,Hamburg,Germany,Urban Fig & Salt Food Lab · Hamburg,mediterranean,3.3,1,18,1,1,0,1,Parkside
R0480186,Hamburg,Germany,Fork House by Urban · Hamburg,vegan,4.4,2,34,1,1,0,1,Centre
R0480187,Hamburg,Germany,Urban Garden Kitchen · Hamburg,street_food,3.7,3,50,0,0,1,1,University District
R0480188,Hamburg,Germany,Grain & Salt · Hamburg,fine_dining,4.8,4,66,1,0,1,0,West End
R0480189,Hamburg,Germany,The Hearth Kitchen · Hamburg,bakery,4.1,1,23,1,1,0,1,Museum District
R0480190,Hamburg,Germany,Business District Juniper Kitchen · Hamburg,cafe,3.4,2,39,0,1,0,1,Business District
R0480191,Hamburg,Germany,Urban Ladle & Salt Kitchen · Hamburg,seafood,4.5,3,55,1,0,1,1,Old Town
R0480192,Hamburg,Germany,Lemon House by Urban · Hamburg,middle_eastern,3.8,4,48,1,0,1,1,Market District
R0480193,Hamburg,Germany,Urban Market Kitchen · Hamburg,indian,4.9,1,28,0,1,0,0,East Side
R0480194,Hamburg,Germany,Mint & Salt · Hamburg,local,4.2,2,44,1,1,0,1,Station Quarter
R0480195,Hamburg,Germany,The Olive Kitchen · Hamburg,italian,3.5,3,37,1,0,1,1,Harbour
R0480196,Hamburg,Germany,Riverside Orchard Kitchen · Hamburg,asian,4.6,4,53,0,0,1,1,Riverside
R0480197,Hamburg,Germany,Neighbourhood Oven & Salt Kitchen · Hamburg,mediterranean,3.9,1,33,1,1,0,1,Parkside
R0480198,Hamburg,Germany,Pantry House by Neighbourhood · Hamburg,vegan,3.2,2,26,1,1,0,0,Centre
R0480199,Hamburg,Germany,Neighbourhood Pepper Kitchen · Hamburg,street_food,4.3,3,42,0,0,1,1,University District
R0480200,Hamburg,Germany,Plate & Salt · Hamburg,fine_dining,3.6,4,58,1,0,1,1,West End
R0480201,Hamburg,Germany,The Rosemary Kitchen · Hamburg,bakery,4.7,1,38,1,1,0,1,Museum District
R0480202,Hamburg,Germany,Business District Saffron Kitchen · Hamburg,cafe,4.0,2,31,0,1,0,1,Business District
R0480203,Hamburg,Germany,Neighbourhood Salt & Salt Kitchen · Hamburg,seafood,3.3,3,47,1,0,1,0,Old Town
R0480204,Hamburg,Germany,Skillet House by Neighbourhood · Hamburg,middle_eastern,4.4,4,63,1,0,1,1,Market District
R0480205,Hamburg,Germany,Neighbourhood Spoon Table · Hamburg,indian,3.7,1,20,0,1,0,1,East Side
R0480206,Hamburg,Germany,Table & Salt · Hamburg,local,4.8,2,36,1,1,0,1,Station Quarter
R0480207,Hamburg,Germany,The Thyme Table · Hamburg,italian,4.1,3,52,1,0,1,1,Harbour
R0480208,Hamburg,Germany,Riverside Walnut Table · Hamburg,asian,3.4,4,45,0,0,1,0,Riverside
R0480209,Hamburg,Germany,Riverside Willow & Salt Table · Hamburg,mediterranean,4.5,1,25,1,1,0,1,Parkside
R0480210,Hamburg,Germany,Ember House by Riverside · Hamburg,vegan,3.8,2,41,1,1,0,1,Centre
R0480211,Hamburg,Germany,Riverside Flour Table · Hamburg,street_food,4.9,3,57,0,0,1,1,University District
R0480212,Hamburg,Germany,Kettle & Salt · Hamburg,fine_dining,4.2,4,50,1,0,1,1,West End
R0480213,Hamburg,Germany,The Lantern Table · Hamburg,bakery,3.5,1,30,1,1,0,0,Museum District
R0480214,Hamburg,Germany,Business District Mill Table · Hamburg,cafe,4.6,2,46,0,1,0,1,Business District
R0480215,Hamburg,Germany,Riverside Mosaic & Salt Table · Hamburg,seafood,3.9,3,39,1,0,1,1,Old Town
R0480216,Hamburg,Germany,Nook House by Riverside · Hamburg,middle_eastern,3.2,4,55,1,0,1,1,Market District
R0480217,Hamburg,Germany,Riverside Oak Table · Hamburg,indian,4.3,1,35,0,1,0,1,East Side
R0480218,Hamburg,Germany,Pear & Salt · Hamburg,local,3.6,2,28,1,1,0,0,Station Quarter
R0480219,Hamburg,Germany,The Poppy Table · Hamburg,italian,4.7,3,44,1,0,1,1,Harbour
R0480220,Hamburg,Germany,Riverside Quince Table · Hamburg,asian,4.0,4,60,0,0,1,1,Riverside
R0480221,Hamburg,Germany,Corner Stone & Salt Bistro · Hamburg,mediterranean,3.3,1,17,1,1,0,1,Parkside
R0480222,Hamburg,Germany,Vine House by Corner · Hamburg,vegan,4.4,2,33,1,1,0,1,Centre
R0480223,Hamburg,Germany,Corner Yard Bistro · Hamburg,street_food,3.7,3,49,0,0,1,0,University District
R0480224,Hamburg,Germany,Fennel & Salt · Hamburg,fine_dining,4.8,4,65,1,0,1,1,West End
R0480225,Hamburg,Germany,The Clove Bistro · Hamburg,bakery,4.1,1,22,1,1,0,1,Museum District
R0480226,Hamburg,Germany,Business District Cinnamon Bistro · Hamburg,cafe,3.4,2,38,0,1,0,1,Business District
R0480227,Hamburg,Germany,Corner Barley & Salt Bistro · Hamburg,seafood,4.5,3,54,1,0,1,1,Old Town
R0480228,Hamburg,Germany,Honey House by Corner · Hamburg,middle_eastern,3.8,4,47,1,0,1,0,Market District
R0480229,Hamburg,Germany,Corner Maple Bistro · Hamburg,indian,4.9,1,27,0,1,0,1,East Side
R0480230,Hamburg,Germany,Sage & Salt · Hamburg,local,4.2,2,43,1,1,0,1,Station Quarter
R0480231,Hamburg,Germany,The Apron Bistro · Hamburg,italian,3.5,3,36,1,0,1,1,Harbour
R0480232,Hamburg,Germany,Riverside Basil Bistro · Hamburg,asian,4.6,4,52,0,0,1,1,Riverside
R0480233,Hamburg,Germany,Corner Bowl & Skillet Bistro · Hamburg,mediterranean,3.9,1,32,1,1,0,0,Parkside
R0480234,Hamburg,Germany,Brick House by Daily · Hamburg,vegan,3.2,2,48,1,1,0,1,Centre
R0480235,Hamburg,Germany,Daily Canteen Bistro · Hamburg,street_food,4.3,3,41,0,0,1,1,University District
R0480236,Hamburg,Germany,Caraway & Skillet · Hamburg,fine_dining,3.6,4,57,1,0,1,1,West End
R0480237,Hamburg,Germany,The Cedar Bistro · Hamburg,bakery,4.7,1,37,1,1,0,1,Museum District
R0480238,Hamburg,Germany,Business District Copper Café · Hamburg,cafe,4.0,2,30,0,1,0,0,Business District
R0480239,Hamburg,Germany,Daily Coriander & Skillet Café · Hamburg,seafood,3.3,3,46,1,0,1,1,Old Town
R0480240,Hamburg,Germany,Fig House by Daily · Hamburg,middle_eastern,4.4,4,62,1,0,1,1,Market District
R0480241,Hamburg,Germany,Daily Fork Café · Hamburg,indian,3.7,1,19,0,1,0,1,East Side
R0480242,Hamburg,Germany,Garden & Skillet · Hamburg,local,4.8,2,35,1,1,0,1,Station Quarter
R0480243,Hamburg,Germany,The Grain Café · Hamburg,italian,4.1,3,51,1,0,1,0,Harbour
R0480244,Hamburg,Germany,Riverside Hearth Café · Hamburg,asian,3.4,4,44,0,0,1,1,Riverside
R0480245,Hamburg,Germany,Daily Juniper & Skillet Café · Hamburg,mediterranean,4.5,1,24,1,1,0,1,Parkside
R0480246,Hamburg,Germany,Ladle House by Daily · Hamburg,vegan,3.8,2,40,1,1,0,1,Centre
R0480247,Hamburg,Germany,Shared Lemon Café · Hamburg,street_food,4.9,3,56,0,0,1,1,University District
R0480248,Hamburg,Germany,Market & Skillet · Hamburg,fine_dining,4.2,4,49,1,0,1,0,West End
R0480249,Hamburg,Germany,The Mint Café · Hamburg,bakery,3.5,1,29,1,1,0,1,Museum District
R0480250,Hamburg,Germany,Business District Olive Café · Hamburg,cafe,4.6,2,45,0,1,0,1,Business District
R0480251,Hamburg,Germany,Shared Orchard & Skillet Café · Hamburg,seafood,3.9,3,38,1,0,1,1,Old Town
R0480252,Hamburg,Germany,Oven House by Shared · Hamburg,middle_eastern,3.2,4,54,1,0,1,1,Market District
R0480253,Hamburg,Germany,Shared Pantry Café · Hamburg,indian,4.3,1,34,0,1,0,0,East Side
R0480254,Hamburg,Germany,Pepper & Skillet · Hamburg,local,3.6,2,27,1,1,0,1,Station Quarter
R0480255,Hamburg,Germany,The Plate Eatery · Hamburg,italian,4.7,3,43,1,0,1,1,Harbour
R0480256,Hamburg,Germany,Riverside Rosemary Eatery · Hamburg,asian,4.0,4,59,0,0,1,1,Riverside
R0480257,Hamburg,Germany,Shared Saffron & Skillet Eatery · Hamburg,mediterranean,3.3,1,39,1,1,0,1,Parkside
R0480258,Hamburg,Germany,Salt House by Shared · Hamburg,vegan,4.4,2,32,1,1,0,0,Centre
R0480259,Hamburg,Germany,Shared Skillet Eatery · Hamburg,street_food,3.7,3,48,0,0,1,1,University District
R0480260,Hamburg,Germany,Spoon & Skillet · Hamburg,fine_dining,4.8,4,64,1,0,1,1,West End
R0480261,Hamburg,Germany,The Table Eatery · Hamburg,bakery,4.1,1,21,1,1,0,1,Museum District
R0480262,Hamburg,Germany,Business District Thyme Eatery · Hamburg,cafe,3.4,2,37,0,1,0,1,Business District
R0480263,Hamburg,Germany,Open Walnut & Skillet Eatery · Hamburg,seafood,4.5,3,53,1,0,1,0,Old Town
R0480264,Hamburg,Germany,Willow House by Open · Hamburg,middle_eastern,3.8,4,46,1,0,1,1,Market District
R0480265,Hamburg,Germany,Open Ember Eatery · Hamburg,indian,4.9,1,26,0,1,0,1,East Side
R0480266,Hamburg,Germany,Flour & Skillet · Hamburg,local,4.2,2,42,1,1,0,1,Station Quarter
R0480267,Hamburg,Germany,The Kettle Eatery · Hamburg,italian,3.5,3,35,1,0,1,1,Harbour
R0480268,Hamburg,Germany,Riverside Lantern Eatery · Hamburg,asian,4.6,4,51,0,0,1,0,Riverside
R0480269,Hamburg,Germany,Open Mill & Skillet Eatery · Hamburg,mediterranean,3.9,1,31,1,1,0,1,Parkside
R0480270,Hamburg,Germany,Mosaic House by Open · Hamburg,vegan,3.2,2,47,1,1,0,1,Centre
R0480271,Hamburg,Germany,Open Nook Eatery · Hamburg,street_food,4.3,3,40,0,0,1,1,University District
R0480272,Hamburg,Germany,Oak & Skillet · Hamburg,fine_dining,3.6,4,56,1,0,1,1,West End
R0480273,Hamburg,Germany,The Pear Dining Room · Hamburg,bakery,4.7,1,36,1,1,0,0,Museum District
R0480274,Hamburg,Germany,Business District Poppy Dining Room · Hamburg,cafe,4.0,2,29,0,1,0,1,Business District
R0480275,Hamburg,Germany,Honest Quince & Skillet Dining Room · Hamburg,seafood,3.3,3,45,1,0,1,1,Old Town
R0480276,Hamburg,Germany,Stone House by Honest · Hamburg,middle_eastern,4.4,4,61,1,0,1,1,Market District
R0480277,Hamburg,Germany,Honest Vine Dining Room · Hamburg,indian,3.7,1,18,0,1,0,1,East Side
R0480278,Hamburg,Germany,Yard & Skillet · Hamburg,local,4.8,2,34,1,1,0,0,Station Quarter
R0480279,Hamburg,Germany,The Fennel Dining Room · Hamburg,italian,4.1,3,50,1,0,1,1,Harbour
R0480280,Hamburg,Germany,Riverside Clove Dining Room · Hamburg,asian,3.4,4,66,0,0,1,1,Riverside
R0480281,Hamburg,Germany,Honest Cinnamon & Skillet Dining Room · Hamburg,mediterranean,4.5,1,23,1,1,0,1,Parkside
R0480282,Hamburg,Germany,Barley House by Honest · Hamburg,vegan,3.8,2,39,1,1,0,1,Centre
R0480283,Hamburg,Germany,Honest Honey Dining Room · Hamburg,street_food,4.9,3,55,0,0,1,0,University District
R0480284,Hamburg,Germany,Maple & Skillet · Hamburg,fine_dining,4.2,4,48,1,0,1,1,West End
R0480285,Hamburg,Germany,The Sage Dining Room · Hamburg,bakery,3.5,1,28,1,1,0,1,Museum District
R0480286,Hamburg,Germany,Business District Apron Dining Room · Hamburg,cafe,4.6,2,44,0,1,0,1,Business District
R0480287,Hamburg,Germany,Slow Basil & Spoon Dining Room · Hamburg,seafood,3.9,3,37,1,0,1,1,Old Town
R0480288,Hamburg,Germany,Bowl House by Slow · Hamburg,middle_eastern,3.2,4,53,1,0,1,0,Market District
R0480289,Hamburg,Germany,Slow Brick Kitchen & Bar · Hamburg,indian,4.3,1,33,0,1,0,1,East Side
R0480290,Hamburg,Germany,Canteen & Spoon · Hamburg,local,3.6,2,26,1,1,0,1,Station Quarter
R0480291,Hamburg,Germany,The Caraway Kitchen & Bar · Hamburg,italian,4.7,3,42,1,0,1,1,Harbour
R0480292,Hamburg,Germany,Riverside Cedar Kitchen & Bar · Hamburg,asian,4.0,4,58,0,0,1,1,Riverside
R0480293,Hamburg,Germany,Slow Copper & Spoon Kitchen & Bar · Hamburg,mediterranean,3.3,1,38,1,1,0,0,Parkside
R0480294,Hamburg,Germany,Coriander House by Slow · Hamburg,vegan,4.4,2,31,1,1,0,1,Centre
R0480295,Hamburg,Germany,Slow Fig Kitchen & Bar · Hamburg,street_food,3.7,3,47,0,0,1,1,University District
R0480296,Hamburg,Germany,Fork & Spoon · Hamburg,fine_dining,4.8,4,63,1,0,1,1,West End
R0480297,Hamburg,Germany,The Garden Kitchen & Bar · Hamburg,bakery,4.1,1,20,1,1,0,1,Museum District
R0480298,Hamburg,Germany,Business District Grain Kitchen & Bar · Hamburg,cafe,3.4,2,36,0,1,0,0,Business District
R0480299,Hamburg,Germany,Bright Hearth & Spoon Kitchen & Bar · Hamburg,seafood,4.5,3,52,1,0,1,1,Old Town
R0480300,Hamburg,Germany,Juniper House by Bright · Hamburg,middle_eastern,3.8,4,45,1,0,1,1,Market District
R0480301,Hamburg,Germany,Bright Ladle Kitchen & Bar · Hamburg,indian,4.9,1,25,0,1,0,1,East Side
R0480302,Hamburg,Germany,Lemon & Spoon · Hamburg,local,4.2,2,41,1,1,0,1,Station Quarter
R0480303,Hamburg,Germany,The Market Kitchen & Bar · Hamburg,italian,3.5,3,57,1,0,1,0,Harbour
R0480304,Hamburg,Germany,Riverside Mint Kitchen & Bar · Hamburg,asian,4.6,4,50,0,0,1,1,Riverside
R0480305,Hamburg,Germany,Bright Olive & Spoon Kitchen & Bar · Hamburg,mediterranean,3.9,1,30,1,1,0,1,Parkside
R0480306,Hamburg,Germany,Orchard House by Bright · Hamburg,vegan,3.2,2,46,1,1,0,1,Centre
R0480307,Hamburg,Germany,Bright Oven Cantina · Hamburg,street_food,4.3,3,39,0,0,1,1,University District
R0480308,Hamburg,Germany,Pantry & Spoon · Hamburg,fine_dining,3.6,4,55,1,0,1,0,West End
R0480309,Hamburg,Germany,The Pepper Cantina · Hamburg,bakery,4.7,1,35,1,1,0,1,Museum District
R0480310,Hamburg,Germany,Business District Plate Cantina · Hamburg,cafe,4.0,2,28,0,1,0,1,Business District
R0480311,Hamburg,Germany,Bright Rosemary & Spoon Cantina · Hamburg,seafood,3.3,3,44,1,0,1,1,Old Town
R0480312,Hamburg,Germany,Saffron House by Red · Hamburg,middle_eastern,4.4,4,60,1,0,1,1,Market District
R0480313,Hamburg,Germany,Red Salt Cantina · Hamburg,indian,3.7,1,17,0,1,0,0,East Side
R0480314,Hamburg,Germany,Skillet & Spoon · Hamburg,local,4.8,2,33,1,1,0,1,Station Quarter
R0480315,Hamburg,Germany,The Spoon Cantina · Hamburg,italian,4.1,3,49,1,0,1,1,Harbour
R0480316,Hamburg,Germany,Riverside Table Cantina · Hamburg,asian,3.4,4,65,0,0,1,1,Riverside
R0480317,Hamburg,Germany,Red Thyme & Spoon Cantina · Hamburg,mediterranean,4.5,1,22,1,1,0,1,Parkside
R0480318,Hamburg,Germany,Walnut House by Red · Hamburg,vegan,3.8,2,38,1,1,0,0,Centre
R0480319,Hamburg,Germany,Red Willow Cantina · Hamburg,street_food,4.9,3,54,0,0,1,1,University District
R0480320,Hamburg,Germany,Ember & Spoon · Hamburg,fine_dining,4.2,4,47,1,0,1,1,West End
R0480321,Hamburg,Germany,The Flour Cantina · Hamburg,bakery,3.5,1,27,1,1,0,1,Museum District
R0480322,Hamburg,Germany,Business District Kettle Cantina · Hamburg,cafe,4.6,2,43,0,1,0,1,Business District
R0480323,Hamburg,Germany,Red Lantern & Spoon Trattoria · Hamburg,seafood,3.9,3,36,1,0,1,0,Old Town
R0480324,Hamburg,Germany,Mill House by Red · Hamburg,middle_eastern,3.2,4,52,1,0,1,1,Market District
R0480325,Hamburg,Germany,Blue Mosaic Trattoria · Hamburg,indian,4.3,1,32,0,1,0,1,East Side
R0480326,Hamburg,Germany,Nook & Spoon · Hamburg,local,3.6,2,48,1,1,0,1,Station Quarter
R0480327,Hamburg,Germany,The Oak Trattoria · Hamburg,italian,4.7,3,41,1,0,1,1,Harbour
R0480328,Hamburg,Germany,Riverside Pear Trattoria · Hamburg,asian,4.0,4,57,0,0,1,0,Riverside
R0480329,Hamburg,Germany,Blue Poppy & Spoon Trattoria · Hamburg,mediterranean,3.3,1,37,1,1,0,1,Parkside
R0480330,Hamburg,Germany,Quince House by Blue · Hamburg,vegan,4.4,2,30,1,1,0,1,Centre
R0480331,Hamburg,Germany,Blue Stone Trattoria · Hamburg,street_food,3.7,3,46,0,0,1,1,University District
R0480332,Hamburg,Germany,Vine & Spoon · Hamburg,fine_dining,4.8,4,62,1,0,1,1,West End
R0480333,Hamburg,Germany,The Yard Trattoria · Hamburg,bakery,4.1,1,19,1,1,0,0,Museum District
R0480334,Hamburg,Germany,Business District Fennel Trattoria · Hamburg,cafe,3.4,2,35,0,1,0,1,Business District
R0480335,Hamburg,Germany,Blue Clove & Spoon Trattoria · Hamburg,seafood,4.5,3,51,1,0,1,1,Old Town
R0480336,Hamburg,Germany,Cinnamon House by Blue · Hamburg,middle_eastern,3.8,4,44,1,0,1,1,Market District
R0480337,Hamburg,Germany,Blue Barley Trattoria · Hamburg,indian,4.9,1,24,0,1,0,1,East Side
R0480338,Hamburg,Germany,Honey & Spoon · Hamburg,local,4.2,2,40,1,1,0,0,Station Quarter
R0480339,Hamburg,Germany,The Maple Trattoria · Hamburg,italian,3.5,3,56,1,0,1,1,Harbour
R0480340,Hamburg,Germany,Riverside Sage Grill · Hamburg,asian,4.6,4,49,0,0,1,1,Riverside
R0480341,Hamburg,Germany,North Apron & Table Grill · Hamburg,mediterranean,3.9,1,29,1,1,0,1,Parkside
R0480342,Hamburg,Germany,Basil House by North · Hamburg,vegan,3.2,2,45,1,1,0,1,Centre
R0480343,Hamburg,Germany,North Bowl Grill · Hamburg,street_food,4.3,3,38,0,0,1,0,University District
R0480344,Hamburg,Germany,Brick & Table · Hamburg,fine_dining,3.6,4,54,1,0,1,1,West End
R0480345,Hamburg,Germany,The Canteen Grill · Hamburg,bakery,4.7,1,34,1,1,0,1,Museum District
R0480346,Hamburg,Germany,Business District Caraway Grill · Hamburg,cafe,4.0,2,27,0,1,0,1,Business District
R0480347,Hamburg,Germany,North Cedar & Table Grill · Hamburg,seafood,3.3,3,43,1,0,1,1,Old Town
R0480348,Hamburg,Germany,Copper House by North · Hamburg,middle_eastern,4.4,4,59,1,0,1,0,Market District
R0480349,Hamburg,Germany,North Coriander Grill · Hamburg,indian,3.7,1,39,0,1,0,1,East Side
R0480350,Hamburg,Germany,Fig & Table · Hamburg,local,4.8,2,32,1,1,0,1,Station Quarter
R0480351,Hamburg,Germany,The Fork Grill · Hamburg,italian,4.1,3,48,1,0,1,1,Harbour
R0480352,Hamburg,Germany,Riverside Garden Grill · Hamburg,asian,3.4,4,64,0,0,1,1,Riverside
R0480353,Hamburg,Germany,South Grain & Table Grill · Hamburg,mediterranean,4.5,1,21,1,1,0,0,Parkside
R0480354,Hamburg,Germany,Hearth House by South · Hamburg,vegan,3.8,2,37,1,1,0,1,Centre
R0480355,Hamburg,Germany,South Juniper Grill · Hamburg,street_food,4.9,3,53,0,0,1,1,University District
R0480356,Hamburg,Germany,Ladle & Table · Hamburg,fine_dining,4.2,4,46,1,0,1,1,West End
R0480357,Hamburg,Germany,The Lemon Deli · Hamburg,bakery,3.5,1,26,1,1,0,1,Museum District
R0480358,Hamburg,Germany,Business District Market Deli · Hamburg,cafe,4.6,2,42,0,1,0,0,Business District
R0480359,Hamburg,Germany,South Mint & Table Deli · Hamburg,seafood,3.9,3,35,1,0,1,1,Old Town
R0480360,Hamburg,Germany,Olive House by South · Hamburg,middle_eastern,3.2,4,51,1,0,1,1,Market District
R0480361,Hamburg,Germany,South Orchard Deli · Hamburg,indian,4.3,1,31,0,1,0,1,East Side
R0480362,Hamburg,Germany,Oven & Table · Hamburg,local,3.6,2,47,1,1,0,1,Station Quarter
R0480363,Hamburg,Germany,The Pantry Deli · Hamburg,italian,4.7,3,40,1,0,1,0,Harbour
R0480364,Hamburg,Germany,Riverside Pepper Deli · Hamburg,asian,4.0,4,56,0,0,1,1,Riverside
R0480365,Hamburg,Germany,East Plate & Table Deli · Hamburg,mediterranean,3.3,1,36,1,1,0,1,Parkside
R0480366,Hamburg,Germany,Rosemary House by East · Hamburg,vegan,4.4,2,29,1,1,0,1,Centre
R0480367,Hamburg,Germany,East Saffron Deli · Hamburg,street_food,3.7,3,45,0,0,1,1,University District
R0480368,Hamburg,Germany,Salt & Table · Hamburg,fine_dining,4.8,4,61,1,0,1,0,West End
R0480369,Hamburg,Germany,The Skillet Deli · Hamburg,bakery,4.1,1,18,1,1,0,1,Museum District
R0480370,Hamburg,Germany,Business District Spoon Deli · Hamburg,cafe,3.4,2,34,0,1,0,1,Business District
R0480371,Hamburg,Germany,East Table & Table Deli · Hamburg,seafood,4.5,3,50,1,0,1,1,Old Town
