hotel_id,city,country,name,area,stars,rating,nightly_eur,review_count,breakfast_included,refundable,distance_to_center_km,wifi,workspace,family_rooms,air_conditioning,parking,pet_friendly,accessible
H0591804,Bologna,Italy,Aurora Parkside Apartments · Bologna,Parkside,4,4.1,256,3110,1,0,11.0,1,0,0,1,0,0,0
H0591805,Bologna,Italy,West End Bluebird Atrium · Bologna,West End,5,4.8,216,3247,1,1,0.7,1,1,0,1,0,0,1
H0591806,Bologna,Italy,The Canopy Atrium Apartments · Bologna,Old Town,1,3.8,167,3384,0,0,2.4,1,0,1,1,0,0,1
H0591807,Bologna,Italy,Cedar & Atrium Apartments · Bologna,Station Quarter,2,3.7,183,3521,1,1,4.1,1,1,0,0,1,1,1
H0591808,Bologna,Italy,Atrium Apartments by Copper · Bologna,Parkside,3,3.8,183,3658,1,0,5.8,1,0,0,1,1,0,1
H0591809,Bologna,Italy,Crown West End Apartments · Bologna,West End,4,4.3,258,3795,0,1,7.5,1,1,0,1,0,0,1
H0591810,Bologna,Italy,Old Town Dawn Atrium · Bologna,Old Town,5,4.4,244,3932,1,0,9.2,1,0,0,1,0,0,1
H0591811,Bologna,Italy,The Ember Atrium Apartments · Bologna,Station Quarter,1,3.3,139,4069,1,1,10.9,1,1,1,0,0,0,1
H0591812,Bologna,Italy,Evergreen & Atrium Apartments · Bologna,Parkside,2,4.2,229,4206,0,0,0.6,1,0,0,1,0,0,0
H0591813,Bologna,Italy,Atrium Apartments by Fern · Bologna,West End,3,4.4,126,4343,1,1,2.3,1,1,0,1,1,0,1
H0591814,Bologna,Italy,Golden Old Town Apartments · Bologna,Old Town,4,4.2,162,4480,1,0,4.0,1,0,0,1,1,1,1
H0591815,Bologna,Italy,Station Quarter Harbour Atrium · Bologna,Station Quarter,5,4.6,269,4617,0,1,5.7,1,1,0,0,0,0,1
H0591816,Bologna,Italy,The Ivory Atrium Apartments · Bologna,Parkside,1,3.4,173,4754,1,0,7.4,1,0,1,1,0,0,1
H0591817,Bologna,Italy,Juniper & Atrium Apartments · Bologna,West End,2,4.1,110,4891,1,1,9.1,1,1,0,1,0,0,1
H0591818,Bologna,Italy,Atrium Apartments by Lantern · Bologna,Old Town,3,4.2,129,5028,0,0,10.8,1,0,0,1,0,0,1
H0591819,Bologna,Italy,Laurel Station Quarter Apartments · Bologna,Station Quarter,4,4.2,183,5165,1,1,0.5,1,1,0,0,1,0,1
H0591820,Bologna,Italy,Parkside Linden Atrium · Bologna,Parkside,5,4.5,231,5302,1,0,2.2,1,0,0,1,1,0,0
H0591821,Bologna,Italy,The Marble Atrium Apartments · Bologna,West End,1,3.8,125,5439,0,1,3.9,1,1,1,1,0,1,1
H0591822,Bologna,Italy,Meadow & Atrium Apartments · Bologna,Old Town,2,4.2,173,5576,1,0,5.6,1,0,0,1,0,0,1
H0591823,Bologna,Italy,Atrium Apartments by Meridian · Bologna,Station Quarter,3,4.4,238,5713,1,1,7.3,1,1,0,0,0,0,1
H0591824,Bologna,Italy,Moonlight Parkside Apartments · Bologna,Parkside,4,4.1,231,5850,0,0,9.0,1,0,0,1,0,0,1
H0591825,Bologna,Italy,West End Northlight Atrium · Bologna,West End,5,4.2,243,5987,1,1,10.7,1,1,0,1,1,0,1
H0591826,Bologna,Italy,The Olive Atrium Apartments · Bologna,Old Town,1,3.7,131,6124,1,0,0.4,1,0,1,1,1,0,1
H0591827,Bologna,Italy,Orchid & Atrium Apartments · Bologna,Station Quarter,2,3.7,111,6261,0,1,2.1,1,1,0,0,0,0,1
H0591828,Bologna,Italy,Atrium Apartments by Pearl · Bologna,Parkside,3,4.1,225,6398,1,0,3.8,1,0,0,1,0,1,0
H0591829,Bologna,Italy,Pine West End Apartments · Bologna,West End,4,4.4,172,6535,1,1,5.5,1,1,0,1,0,0,1
H0591830,Bologna,Italy,Old Town Raven Atrium · Bologna,Old Town,5,4.5,164,6672,0,0,7.2,1,0,0,1,0,0,1
H0591831,Bologna,Italy,The Rosewood Atrium Apartments · Bologna,Station Quarter,1,3.6,100,6809,1,1,8.9,1,1,1,0,1,0,1
H0591832,Bologna,Italy,Saffron & Atrium Apartments · Bologna,Parkside,2,3.8,131,6946,1,0,10.6,1,0,0,1,1,0,1
H0591833,Bologna,Italy,Atrium Apartments by Silver · Bologna,West End,3,3.7,131,7083,0,1,0.3,1,1,0,1,0,0,1
H0591834,Bologna,Italy,Solstice Old Town Apartments · Bologna,Old Town,4,4.6,225,7220,1,0,2.0,1,0,0,1,0,0,1
H0591835,Bologna,Italy,Station Quarter Stone Atrium · Bologna,Station Quarter,5,4.7,168,7357,1,1,3.7,1,1,0,0,0,1,1
H0591836,Bologna,Italy,The Sunrise Atrium Apartments · Bologna,Parkside,1,3.8,117,7494,0,0,5.4,1,0,1,1,0,0,0
H0591837,Bologna,Italy,Terrace & Atrium Apartments · Bologna,West End,2,3.8,217,7631,1,1,7.1,1,1,0,1,1,0,1
H0591838,Bologna,Italy,Atrium Apartments by Velvet · Bologna,Old Town,3,4.3,167,7768,1,0,8.8,1,0,0,1,1,0,1
H0591839,Bologna,Italy,Willow Station Quarter Apartments · Bologna,Station Quarter,4,4.5,160,7905,0,1,10.5,1,1,0,0,0,0,1
H0591840,Bologna,Italy,Parkside Wren Atrium · Bologna,Parkside,5,4.9,157,8042,1,0,0.2,1,0,0,1,0,0,1
H0591841,Bologna,Italy,The Arcade Atrium Apartments · Bologna,West End,1,3.9,214,8179,1,1,1.9,1,1,1,1,0,0,1
H0591842,Bologna,Italy,Belvedere & Atrium Apartments · Bologna,Old Town,2,3.6,177,8316,0,0,3.6,1,0,0,1,0,1,1
H0591843,Bologna,Italy,Atrium Apartments by Canvas · Bologna,Station Quarter,3,4.0,125,8453,1,1,5.3,1,1,0,0,1,0,1
H0591844,Bologna,Italy,Courtyard Parkside Apartments · Bologna,Parkside,4,4.1,201,8590,1,0,7.0,1,0,0,1,1,0,0
H0591845,Bologna,Italy,West End Foundry Atrium · Bologna,West End,5,4.9,208,8727,0,1,8.7,1,1,0,1,0,0,1
H0591846,Bologna,Italy,The Gallery Atrium Apartments · Bologna,Old Town,1,3.9,127,8864,1,0,10.4,1,0,1,1,0,0,1
H0591847,Bologna,Italy,Hearth & Atrium Apartments · Bologna,Station Quarter,2,4.2,136,9001,1,1,0.1,1,1,0,0,0,0,1
H0591848,Bologna,Italy,Atrium Apartments by Mosaic · Bologna,Parkside,3,4.1,132,9138,0,0,1.8,1,0,0,1,0,0,1
H0591849,Bologna,Italy,Pavilion West End Apartments · Bologna,West End,4,4.6,180,9275,1,1,3.5,1,1,0,1,1,1,1
H0591850,Bologna,Italy,Old Town Quayside Atrium · Bologna,Old Town,5,4.9,181,9412,1,0,5.2,1,0,0,1,1,0,1
H0591851,Bologna,Italy,The Regent Atrium Apartments · Bologna,Station Quarter,1,4.0,193,49,0,1,6.9,1,1,1,0,0,0,1
H0591852,Bologna,Italy,Riverview & Atrium Apartments · Bologna,Parkside,2,3.7,186,186,1,0,8.6,1,0,0,1,0,0,0
H0591853,Bologna,Italy,Atrium Apartments by Vantage · Bologna,West End,3,4.4,238,323,1,1,10.3,1,1,0,1,0,0,1
H0591854,Bologna,Italy,Voyager Old Town Apartments · Bologna,Old Town,4,4.3,259,460,0,0,12.0,1,0,0,1,0,0,1
H0591855,Bologna,Italy,Station Quarter Amber Courtyard · Bologna,Station Quarter,5,4.2,239,597,1,1,1.7,1,1,0,0,1,0,1
H0591856,Bologna,Italy,The Atlas Courtyard Lodge · Bologna,Parkside,1,3.6,157,734,1,0,3.4,1,0,1,1,1,1,1
H0591857,Bologna,Italy,Aurora & Courtyard Lodge · Bologna,West End,2,3.9,198,871,0,1,5.1,1,1,0,1,0,0,1
H0591858,Bologna,Italy,Courtyard Lodge by Bluebird · Bologna,Old Town,3,4.0,223,1008,1,0,6.8,1,0,0,1,0,0,1
H0591859,Bologna,Italy,Canopy Station Quarter Lodge · Bologna,Station Quarter,4,4.4,188,1145,1,1,8.5,1,1,0,0,0,0,1
H0591860,Bologna,Italy,Parkside Cedar Courtyard · Bologna,Parkside,5,4.5,270,1282,0,0,10.2,1,0,0,1,0,0,0
H0591861,Bologna,Italy,The Copper Courtyard Lodge · Bologna,West End,1,3.5,162,1419,1,1,11.9,1,1,1,1,1,0,1
H0591862,Bologna,Italy,Crown & Courtyard Lodge · Bologna,Old Town,2,4.2,180,1556,1,0,1.6,1,0,0,1,1,0,1
H0591863,Bologna,Italy,Courtyard Lodge by Dawn · Bologna,Station Quarter,3,4.1,235,1693,0,1,3.3,1,1,0,0,0,1,1
H0591864,Bologna,Italy,Ember Parkside Lodge · Bologna,Parkside,4,4.4,161,1830,1,0,5.0,1,0,0,1,0,0,1
H0591865,Bologna,Italy,West End Evergreen Courtyard · Bologna,West End,5,4.8,225,1967,1,1,6.7,1,1,0,1,0,0,1
H0591866,Bologna,Italy,The Fern Courtyard Lodge · Bologna,Old Town,1,3.8,139,2104,0,0,8.4,1,0,1,1,0,0,1
H0591867,Bologna,Italy,Golden & Courtyard Lodge · Bologna,Station Quarter,2,3.9,111,2241,1,1,10.1,1,1,0,0,1,0,1
H0591868,Bologna,Italy,Courtyard Lodge by Harbour · Bologna,Parkside,3,3.8,234,2378,1,0,11.8,1,0,0,1,1,0,0
H0591869,Bologna,Italy,Ivory West End Lodge · Bologna,West End,4,4.4,243,2515,0,1,1.5,1,1,0,1,0,0,1
H0591870,Bologna,Italy,Old Town Juniper Courtyard · Bologna,Old Town,5,4.8,261,2652,1,0,3.2,1,0,0,1,0,1,1
H0591871,Bologna,Italy,The Lantern Courtyard Lodge · Bologna,Station Quarter,1,3.7,133,2789,1,1,4.9,1,1,1,0,0,0,1
H0591872,Bologna,Italy,Laurel & Courtyard Lodge · Bologna,Parkside,2,3.7,178,2926,0,0,6.6,1,0,0,1,0,0,1
H0591873,Bologna,Italy,Courtyard Lodge by Linden · Bologna,West End,3,4.0,138,3063,1,1,8.3,1,1,0,1,1,0,1
H0591874,Bologna,Italy,Marble Old Town Lodge · Bologna,Old Town,4,4.0,199,3200,1,0,10.0,1,0,0,1,1,0,1
H0591875,Bologna,Italy,Station Quarter Meadow Courtyard · Bologna,Station Quarter,5,4.4,265,3337,0,1,11.7,1,1,0,0,0,0,1
H0591876,Bologna,Italy,The Meridian Courtyard Lodge · Bologna,Parkside,1,3.6,98,3474,1,0,1.4,1,0,1,1,0,0,0
H0591877,Bologna,Italy,Moonlight & Courtyard Lodge · Bologna,West End,2,4.1,220,3611,1,1,3.1,1,1,0,1,0,1,1
H0591878,Bologna,Italy,Courtyard Lodge by Northlight · Bologna,Old Town,3,3.9,143,3748,0,0,4.8,1,0,0,1,0,0,1
H0591879,Bologna,Italy,Olive Station Quarter Lodge · Bologna,Station Quarter,4,4.7,206,3885,1,1,6.5,1,1,0,0,1,0,1
H0591880,Bologna,Italy,Parkside Orchid Courtyard · Bologna,Parkside,5,4.5,218,4022,1,0,8.2,1,0,0,1,1,0,1
H0591881,Bologna,Italy,The Pearl Courtyard Lodge · Bologna,West End,1,3.6,214,4159,0,1,9.9,1,1,1,1,0,0,1
H0591882,Bologna,Italy,Pine & Courtyard Lodge · Bologna,Old Town,2,4.0,205,4296,1,0,11.6,1,0,0,1,0,0,1
H0591883,Bologna,Italy,Courtyard Lodge by Raven · Bologna,Station Quarter,3,3.8,211,4433,1,1,1.3,1,1,0,0,0,0,1
H0591884,Bologna,Italy,Rosewood Parkside Lodge · Bologna,Parkside,4,4.7,190,4570,0,0,3.0,1,0,0,1,0,1,0
H0591885,Bologna,Italy,West End Saffron Courtyard · Bologna,West End,5,4.7,242,4707,1,1,4.7,1,1,0,1,1,0,1
H0591886,Bologna,Italy,The Silver Courtyard Lodge · Bologna,Old Town,1,3.9,170,4844,1,0,6.4,1,0,1,1,1,0,1
H0591887,Bologna,Italy,Solstice & Courtyard Lodge · Bologna,Station Quarter,2,3.9,134,4981,0,1,8.1,1,1,0,0,0,0,1
H0591888,Bologna,Italy,Courtyard Lodge by Stone · Bologna,Parkside,3,4.0,142,5118,1,0,9.8,1,0,0,1,0,0,1
H0591889,Bologna,Italy,Sunrise West End Lodge · Bologna,West End,4,4.1,139,5255,1,1,11.5,1,1,0,1,0,0,1
H0591890,Bologna,Italy,Old Town Terrace Courtyard · Bologna,Old Town,5,4.3,256,5392,0,0,1.2,1,0,0,1,0,0,1
H0591891,Bologna,Italy,The Velvet Courtyard Lodge · Bologna,Station Quarter,1,3.5,164,5529,1,1,2.9,1,1,1,0,1,1,1
H0591892,Bologna,Italy,Willow & Courtyard Lodge · Bologna,Parkside,2,3.6,147,5666,1,0,4.6,1,0,0,1,1,0,0
H0591893,Bologna,Italy,Courtyard Lodge by Wren · Bologna,West End,3,4.1,164,5803,0,1,6.3,1,1,0,1,0,0,1
H0591894,Bologna,Italy,Arcade Old Town Lodge · Bologna,Old Town,4,4.6,219,5940,1,0,8.0,1,0,0,1,0,0,1
H0591895,Bologna,Italy,Station Quarter Belvedere Courtyard · Bologna,Station Quarter,5,4.3,223,6077,1,1,9.7,1,1,0,0,0,0,1
H0591896,Bologna,Italy,The Canvas Courtyard Lodge · Bologna,Parkside,1,3.7,214,6214,0,0,11.4,1,0,1,1,0,0,1
H0591897,Bologna,Italy,Courtyard & Courtyard Lodge · Bologna,West End,2,3.8,182,6351,1,1,1.1,1,1,0,1,1,0,1
H0591898,Bologna,Italy,Courtyard Lodge by Foundry · Bologna,Old Town,3,4.4,231,6488,1,0,2.8,1,0,0,1,1,1,1
H0591899,Bologna,Italy,Gallery Station Quarter Lodge · Bologna,Station Quarter,4,4.3,218,6625,0,1,4.5,1,1,0,0,0,0,1
H0591900,Bologna,Italy,Parkside Hearth Courtyard · Bologna,Parkside,5,4.4,239,6762,1,0,6.2,1,0,0,1,0,0,0
H0591901,Bologna,Italy,The Mosaic Courtyard Lodge · Bologna,West End,1,3.9,211,6899,1,1,7.9,1,1,1,1,0,0,1
H0591902,Bologna,Italy,Pavilion & Courtyard Lodge · Bologna,Old Town,2,4.2,168,7036,0,0,9.6,1,0,0,1,0,0,1
H0591903,Bologna,Italy,Courtyard Lodge by Quayside · Bologna,Station Quarter,3,4.3,140,7173,1,1,11.3,1,1,0,0,1,0,1
H0591904,Bologna,Italy,Regent Parkside Lodge · Bologna,Parkside,4,4.2,251,7310,1,0,1.0,1,0,0,1,1,0,1
H0591905,Bologna,Italy,West End Riverview Courtyard · Bologna,West End,5,4.3,235,7447,0,1,2.7,1,1,0,1,0,1,1
H0591906,Bologna,Italy,The Vantage Courtyard Lodge · Bologna,Old Town,1,3.6,186,7584,1,0,4.4,1,0,1,1,0,0,1
H0591907,Bologna,Italy,Voyager & Courtyard Lodge · Bologna,Station Quarter,2,4.1,195,7721,1,1,6.1,1,1,0,0,0,0,1
H0591908,Bologna,Italy,Lantern Lodge by Amber · Bologna,Parkside,3,4.2,209,7858,0,0,7.8,1,0,0,1,0,0,0
H0591909,Bologna,Italy,Atlas West End Lodge · Bologna,West End,4,4.0,245,7995,1,1,9.5,1,1,0,1,1,0,1
H0591910,Bologna,Italy,Old Town Aurora Lantern · Bologna,Old Town,5,4.9,168,8132,1,0,11.2,1,0,0,1,1,0,1
H0591911,Bologna,Italy,The Bluebird Lantern Lodge · Bologna,Station Quarter,1,3.7,173,8269,0,1,0.9,1,1,1,0,0,0,1
H0591912,Bologna,Italy,Canopy & Lantern Lodge · Bologna,Parkside,2,3.7,175,8406,1,0,2.6,1,0,0,1,0,1,1
H0591913,Bologna,Italy,Lantern Lodge by Cedar · Bologna,West End,3,4.0,243,8543,1,1,4.3,1,1,0,1,0,0,1
H0591914,Bologna,Italy,Copper Old Town Lodge · Bologna,Old Town,4,4.0,236,8680,0,0,6.0,1,0,0,1,0,0,1
H0591915,Bologna,Italy,Station Quarter Crown Lantern · Bologna,Station Quarter,5,4.7,205,8817,1,1,7.7,1,1,0,0,1,0,1
H0591916,Bologna,Italy,The Dawn Lantern Lodge · Bologna,Parkside,1,3.7,166,8954,1,0,9.4,1,0,1,1,1,0,0
H0591917,Bologna,Italy,Ember & Lantern Lodge · Bologna,West End,2,3.9,170,9091,0,1,11.1,1,1,0,1,0,0,1
H0591918,Bologna,Italy,Lantern Lodge by Evergreen · Bologna,Old Town,3,3.9,145,9228,1,0,0.8,1,0,0,1,0,0,1
H0591919,Bologna,Italy,Fern Station Quarter Lodge · Bologna,Station Quarter,4,4.2,187,9365,1,1,2.5,1,1,0,0,0,1,1
H0591920,Bologna,Italy,Parkside Golden Lantern · Bologna,Parkside,5,4.6,164,9502,0,0,4.2,1,0,0,1,0,0,1
H0591921,Bologna,Italy,The Harbour Lantern Lodge · Bologna,West End,1,3.4,94,139,1,1,5.9,1,1,1,1,1,0,1
H0591922,Bologna,Italy,Ivory & Lantern Lodge · Bologna,Old Town,2,3.8,148,276,1,0,7.6,1,0,0,1,1,0,1
H0591923,Bologna,Italy,Lantern Lodge by Juniper · Bologna,Station Quarter,3,3.8,135,413,0,1,9.3,1,1,0,0,0,0,1
H0591924,Bologna,Italy,Lantern Parkside Lodge · Bologna,Parkside,4,4.7,244,550,1,0,11.0,1,0,0,1,0,0,0
H0591925,Bologna,Italy,West End Laurel Lantern · Bologna,West End,5,4.2,256,687,1,1,0.7,1,1,0,1,0,0,1
H0591926,Bologna,Italy,The Linden Lantern Lodge · Bologna,Old Town,1,3.8,120,824,0,0,2.4,1,0,1,1,0,1,1
H0591927,Bologna,Italy,Marble & Lantern Lodge · Bologna,Station Quarter,2,3.8,110,961,1,1,4.1,1,1,0,0,1,0,1
H0591928,Bologna,Italy,Lantern Lodge by Meadow · Bologna,Parkside,3,4.3,158,1098,1,0,5.8,1,0,0,1,1,0,1
H0591929,Bologna,Italy,Meridian West End Lodge · Bologna,West End,4,4.6,228,1235,0,1,7.5,1,1,0,1,0,0,1
H0591930,Bologna,Italy,Old Town Moonlight Lantern · Bologna,Old Town,5,4.7,218,1372,1,0,9.2,1,0,0,1,0,0,1
H0591931,Bologna,Italy,The Northlight Lantern Lodge · Bologna,Station Quarter,1,3.7,158,1509,1,1,10.9,1,1,1,0,0,0,1
H0591932,Bologna,Italy,Olive & Lantern Lodge · Bologna,Parkside,2,4.1,121,1646,0,0,0.6,1,0,0,1,0,0,0
H0591933,Bologna,Italy,Lantern Lodge by Orchid · Bologna,West End,3,4.2,213,1783,1,1,2.3,1,1,0,1,1,1,1
H0591934,Bologna,Italy,Pearl Old Town Lodge · Bologna,Old Town,4,4.1,250,1920,1,0,4.0,1,0,0,1,1,0,1
H0591935,Bologna,Italy,Station Quarter Pine Lantern · Bologna,Station Quarter,5,4.4,224,2057,0,1,5.7,1,1,0,0,0,0,1
H0591936,Bologna,Italy,The Raven Lantern Lodge · Bologna,Parkside,1,3.7,159,2194,1,0,7.4,1,0,1,1,0,0,1
H0591937,Bologna,Italy,Rosewood & Lantern Lodge · Bologna,West End,2,4.2,177,2331,1,1,9.1,1,1,0,1,0,0,1
H0591938,Bologna,Italy,Lantern Lodge by Saffron · Bologna,Old Town,3,4.0,180,2468,0,0,10.8,1,0,0,1,0,0,1
H0591939,Bologna,Italy,Silver Station Quarter Lodge · Bologna,Station Quarter,4,4.7,238,2605,1,1,0.5,1,1,0,0,1,0,1
H0591940,Bologna,Italy,Parkside Solstice Lantern · Bologna,Parkside,5,4.8,184,2742,1,0,2.2,1,0,0,1,1,1,0
H0591941,Bologna,Italy,The Stone Lantern Lodge · Bologna,West End,1,3.8,191,2879,0,1,3.9,1,1,1,1,0,0,1
H0591942,Bologna,Italy,Sunrise & Lantern Lodge · Bologna,Old Town,2,3.8,219,3016,1,0,5.6,1,0,0,1,0,0,1
H0591943,Bologna,Italy,Lantern Lodge by Terrace · Bologna,Station Quarter,3,4.2,196,3153,1,1,7.3,1,1,0,0,0,0,1
H0591944,Bologna,Italy,Velvet Parkside Lodge · Bologna,Parkside,4,4.0,259,3290,0,0,9.0,1,0,0,1,0,0,1
H0591945,Bologna,Italy,West End Willow Lantern · Bologna,West End,5,4.5,220,3427,1,1,10.7,1,1,0,1,1,0,1
H0591946,Bologna,Italy,The Wren Lantern Lodge · Bologna,Old Town,1,3.8,144,3564,1,0,0.4,1,0,1,1,1,0,1
H0591947,Bologna,Italy,Arcade & Lantern Lodge · Bologna,Station Quarter,2,3.7,209,3701,0,1,2.1,1,1,0,0,0,1,1
H0591948,Bologna,Italy,Lantern Lodge by Belvedere · Bologna,Parkside,3,4.0,206,3838,1,0,3.8,1,0,0,1,0,0,0
H0591949,Bologna,Italy,Canvas West End Lodge · Bologna,West End,4,4.4,247,3975,1,1,5.5,1,1,0,1,0,0,1
H0591950,Bologna,Italy,Old Town Courtyard Lantern · Bologna,Old Town,5,4.6,161,4112,0,0,7.2,1,0,0,1,0,0,1
H0591951,Bologna,Italy,The Foundry Lantern Lodge · Bologna,Station Quarter,1,3.6,95,4249,1,1,8.9,1,1,1,0,1,0,1
H0591952,Bologna,Italy,Gallery & Lantern Lodge · Bologna,Parkside,2,3.7,152,4386,1,0,10.6,1,0,0,1,1,0,1
H0591953,Bologna,Italy,Lantern Lodge by Hearth · Bologna,West End,3,3.8,138,4523,0,1,0.3,1,1,0,1,0,0,1
H0591954,Bologna,Italy,Mosaic Old Town Lodge · Bologna,Old Town,4,4.3,247,4660,1,0,2.0,1,0,0,1,0,1,1
H0591955,Bologna,Italy,Station Quarter Pavilion Lantern · Bologna,Station Quarter,5,4.9,155,4797,1,1,3.7,1,1,0,0,0,0,1
H0591956,Bologna,Italy,The Quayside Lantern Lodge · Bologna,Parkside,1,3.7,176,4934,0,0,5.4,1,0,1,1,0,0,0
H0591957,Bologna,Italy,Regent & Lantern Lodge · Bologna,West End,2,4.1,168,5071,1,1,7.1,1,1,0,1,1,0,1
H0591958,Bologna,Italy,Lantern Lodge by Riverview · Bologna,Old Town,3,3.9,161,5208,1,0,8.8,1,0,0,1,1,0,1
H0591959,Bologna,Italy,Vantage Station Quarter Lodge · Bologna,Station Quarter,4,4.0,158,5345,0,1,10.5,1,1,0,0,0,0,1
H0591960,Bologna,Italy,Parkside Voyager Lantern · Bologna,Parkside,5,4.9,186,5482,1,0,0.2,1,0,0,1,0,0,1
H0591961,Bologna,Italy,The Amber Compass Lodge · Bologna,West End,1,3.6,199,5619,1,1,1.9,1,1,1,1,0,1,1
H0591962,Bologna,Italy,Atlas & Compass Lodge · Bologna,Old Town,2,4.2,124,5756,0,0,3.6,1,0,0,1,0,0,1
H0591963,Bologna,Italy,Compass Lodge by Aurora · Bologna,Station Quarter,3,4.1,166,5893,1,1,5.3,1,1,0,0,1,0,1
H0591964,Bologna,Italy,Bluebird Parkside Lodge · Bologna,Parkside,4,4.5,255,6030,1,0,7.0,1,0,0,1,1,0,0
H0591965,Bologna,Italy,West End Canopy Compass · Bologna,West End,5,4.6,260,6167,0,1,8.7,1,1,0,1,0,0,1
H0591966,Bologna,Italy,The Cedar Compass Lodge · Bologna,Old Town,1,3.3,214,6304,1,0,10.4,1,0,1,1,0,0,1
H0591967,Bologna,Italy,Copper & Compass Lodge · Bologna,Station Quarter,2,3.9,217,6441,1,1,0.1,1,1,0,0,0,0,1
H0591968,Bologna,Italy,Compass Lodge by Crown · Bologna,Parkside,3,4.4,231,6578,0,0,1.8,1,0,0,1,0,1,1
H0591969,Bologna,Italy,Dawn West End Lodge · Bologna,West End,4,4.5,189,6715,1,1,3.5,1,1,0,1,1,0,1
H0591970,Bologna,Italy,Old Town Ember Compass · Bologna,Old Town,5,4.2,182,6852,1,0,5.2,1,0,0,1,1,0,1
H0591971,Bologna,Italy,The Evergreen Compass Lodge · Bologna,Station Quarter,1,3.3,156,6989,0,1,6.9,1,1,1,0,0,0,1
H0591972,Bologna,Italy,Fern & Compass Lodge · Bologna,Parkside,2,4.1,159,7126,1,0,8.6,1,0,0,1,0,0,0
H0591973,Bologna,Italy,Compass Lodge by Golden · Bologna,West End,3,3.9,127,7263,1,1,10.3,1,1,0,1,0,0,1
H0591974,Bologna,Italy,Harbour Old Town Lodge · Bologna,Old Town,4,4.4,250,7400,0,0,12.0,1,0,0,1,0,0,1
H0591975,Bologna,Italy,Station Quarter Ivory Compass · Bologna,Station Quarter,5,4.8,247,7537,1,1,1.7,1,1,0,0,1,1,1
H0591976,Bologna,Italy,The Juniper Compass Lodge · Bologna,Parkside,1,3.9,132,7674,1,0,3.4,1,0,1,1,1,0,1
H0591977,Bologna,Italy,Lantern & Compass Lodge · Bologna,West End,2,4.2,118,7811,0,1,5.1,1,1,0,1,0,0,1
H0591978,Bologna,Italy,Compass Lodge by Laurel · Bologna,Old Town,3,4.2,125,7948,1,0,6.8,1,0,0,1,0,0,1
H0591979,Bologna,Italy,Linden Station Quarter Lodge · Bologna,Station Quarter,4,4.1,152,8085,1,1,8.5,1,1,0,0,0,0,1
H0591980,Bologna,Italy,Parkside Marble Compass · Bologna,Parkside,5,4.6,158,8222,0,0,10.2,1,0,0,1,0,0,0
H0591981,Bologna,Italy,The Meadow Compass Lodge · Bologna,West End,1,3.6,114,8359,1,1,11.9,1,1,1,1,1,0,1
H0591982,Bologna,Italy,Meridian & Compass Lodge · Bologna,Old Town,2,3.7,192,8496,1,0,1.6,1,0,0,1,1,1,1
H0591983,Bologna,Italy,Compass Lodge by Moonlight · Bologna,Station Quarter,3,4.2,205,8633,0,1,3.3,1,1,0,0,0,0,1
H0591984,Bologna,Italy,Northlight Parkside Lodge · Bologna,Parkside,4,4.1,222,8770,1,0,5.0,1,0,0,1,0,0,1
H0591985,Bologna,Italy,West End Olive Compass · Bologna,West End,5,4.8,220,8907,1,1,6.7,1,1,0,1,0,0,1
H0591986,Bologna,Italy,The Orchid Compass Lodge · Bologna,Old Town,1,3.6,172,9044,0,0,8.4,1,0,1,1,0,0,1
H0591987,Bologna,Italy,Pearl & Compass Lodge · Bologna,Station Quarter,2,3.5,219,9181,1,1,10.1,1,1,0,0,1,0,1
H0591988,Bologna,Italy,Compass Lodge by Pine · Bologna,Parkside,3,3.9,135,9318,1,0,11.8,1,0,0,1,1,0,0
H0591989,Bologna,Italy,Raven West End Lodge · Bologna,West End,4,4.3,189,9455,0,1,1.5,1,1,0,1,0,1,1
H0591990,Bologna,Italy,Old Town Rosewood Compass · Bologna,Old Town,5,4.8,191,92,1,0,3.2,1,0,0,1,0,0,1
H0591991,Bologna,Italy,The Saffron Compass Lodge · Bologna,Station Quarter,1,3.6,148,229,1,1,4.9,1,1,1,0,0,0,1
H0591992,Bologna,Italy,Silver & Compass Lodge · Bologna,Parkside,2,3.5,178,366,0,0,6.6,1,0,0,1,0,0,1
H0591993,Bologna,Italy,Compass Lodge by Solstice · Bologna,West End,3,4.4,193,503,1,1,8.3,1,1,0,1,1,0,1
H0591994,Bologna,Italy,Stone Old Town Lodge · Bologna,Old Town,4,4.5,168,640,1,0,10.0,1,0,0,1,1,0,1
H0591995,Bologna,Italy,Station Quarter Sunrise Compass · Bologna,Station Quarter,5,4.4,170,777,0,1,11.7,1,1,0,0,0,0,1
H0591996,Bologna,Italy,The Terrace Compass Lodge · Bologna,Parkside,1,3.5,104,914,1,0,1.4,1,0,1,1,0,1,0
H0591997,Bologna,Italy,Velvet & Compass Lodge · Bologna,West End,2,3.8,166,1051,1,1,3.1,1,1,0,1,0,0,1
H0591998,Bologna,Italy,Compass Lodge by Willow · Bologna,Old Town,3,4.3,238,1188,0,0,4.8,1,0,0,1,0,0,1
H0591999,Bologna,Italy,Wren Station Quarter Lodge · Bologna,Station Quarter,4,4.0,160,1325,1,1,6.5,1,1,0,0,1,0,1
H0592000,Bologna,Italy,Parkside Arcade Compass · Bologna,Parkside,5,4.4,271,1462,1,0,8.2,1,0,0,1,1,0,1
